ASV_ID	Kingdom	Phylum	Class	Order	Family	Genus	A3.1.day157_1	A3.1.day98_1	A3.2.day157_1	A3.2.day98_1	E3.1.day157	E3.1.day98	E3.2.day157	E3.2.day98
sq2753	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA	0	0	0	0	0	0	0	0
sq2754	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	0	0	0	0	0	0	0	0
sq2755	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2756	Bacteria	Pseudomonadota	Gammaproteobacteria	Arenicellales	JAANXG01	NA	0	0	0	0	0	2	0	0
sq2757	Bacteria	Chloroflexota	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	NA	0	0	0	0	0	0	0	0
sq2758	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2759	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Alteromonadaceae	Glaciecola	0	0	0	0	0	0	0	0
sq2760	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	NA	0	0	0	0	0	0	0	0
sq2761	Bacteria	Patescibacteria	Gracilibacteria	UBA4473	UBA4473	NA	0	0	0	0	0	0	0	0
sq2762	Bacteria	Verrucomicrobiota	Kiritimatiellia	UBA8416	NA	NA	0	0	0	0	0	0	0	0
sq2763	Bacteria	Planctomycetota	Phycisphaerae	JAACET01	JAACET01	JAACET01	0	0	0	0	0	0	0	0
sq2764	Bacteria	Omnitrophota	Koll11	GIF10	NA	NA	0	1	0	0	0	1	0	0
sq2765	Bacteria	Planctomycetota	Phycisphaerae	SM23-33	SM23-33	NA	0	0	0	0	0	0	0	0
sq2766	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	NA	NA	0	0	0	0	0	0	0	0
sq2767	Bacteria	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0
sq2768	Bacteria	Chloroflexota	Anaerolineae	B4-G1	B4-G1	DSDT01	2	0	0	0	0	1	0	0
sq2769	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA	0	0	0	0	0	0	0	0
sq2770	Bacteria	Bacillota_A	Clostridia	NA	NA	NA	0	0	0	0	0	0	0	0
sq2771	Bacteria	NA	NA	NA	NA	NA	3	0	0	0	0	0	0	0
sq2772	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2773	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2774	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	CS2-K091	0	0	0	0	0	0	0	0
sq2775	Bacteria	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	2
sq2776	Bacteria	Patescibacteria	Paceibacteria	NA	NA	NA	2	0	3	0	0	0	0	0
sq2777	Bacteria	Spirochaetota	Spirochaetia	NA	NA	NA	0	0	2	0	0	0	0	0
sq2778	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	0	0	0	0	0	0	0	0
sq2779	Bacteria	Bdellovibrionota	UBA1018	UBA1018	NA	NA	0	0	0	0	0	0	0	0
sq2780	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	NA	0	0	0	0	0	0	0	0
sq2781	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	NA	NA	0	0	0	0	0	0	0	0
sq2782	Bacteria	Chloroflexota	Dehalococcoidia	GIF9	UBA5620	VGOF01	2	0	2	0	0	8	0	0
sq2783	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2784	Bacteria	Acidobacteriota	Terriglobia	Bryobacterales	Bryobacteraceae	NA	0	0	0	0	0	0	0	0
sq2785	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	UBA1845	NA	0	0	0	0	0	0	0	0
sq2786	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA	3	0	0	0	0	0	0	0
sq2787	Bacteria	NA	NA	NA	NA	NA	3	0	0	0	0	0	0	0
sq2788	Bacteria	Chloroflexota	Anaerolineae	NA	NA	NA	2	0	0	0	0	0	0	0
sq2789	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	2	0	1	0	0	0	0	0
sq2790	Bacteria	Spirochaetota	Spirochaetia	NA	NA	NA	1	0	2	0	0	1	0	0
sq2791	Bacteria	Spirochaetota	Spirochaetia	NA	NA	NA	0	1	0	0	0	5	0	0
sq2792	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	0	0	2	0	0	0	0	0
sq2793	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	2
sq2794	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	Aeoliella	0	0	0	0	0	0	0	0
sq2795	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	2	0	0
sq2796	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	SZUA-47	SZUA-47	0	0	0	0	0	0	0	0
sq2797	Bacteria	Bacillota_B	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2798	Bacteria	Chloroflexota	Anaerolineae	NA	NA	NA	0	0	0	0	0	0	0	0
sq2799	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	JAHEIW01	JAHEIW01	3	0	0	0	0	0	0	0
sq2800	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus_O	1	0	2	0	0	0	0	0
sq2801	Bacteria	Chloroflexota	Anaerolineae	4572-78	NAK82	JAHELX01	0	0	1	1	0	0	0	0
sq2802	Bacteria	Actinomycetota	Actinomycetia	NA	NA	NA	0	0	0	0	0	0	0	0
sq2803	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	NA	5	0	0	0	0	0	0	0
sq2804	Bacteria	NA	NA	NA	NA	NA	1	0	0	0	0	0	0	0
sq2805	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	0	3	0	0	0	0	0	0
sq2806	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter	0	3	0	0	0	0	0	0
sq2807	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	0	1	1	0	0	0	0	0
sq2808	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA	0	1	0	0	0	0	0	0
sq2809	Bacteria	Planctomycetota	Phycisphaerae	JAACET01	JAACET01	JAACET01	0	0	4	2	0	0	0	0
sq2810	Bacteria	Bacillota_B	Thermincolia	Thermincolales	UBA2595	GW-Firmicutes-8	0	0	0	0	0	0	0	0
sq2811	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2812	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	0	0	0	0	0	0	0	0
sq2813	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	6	0	0
sq2814	Bacteria	Actinomycetota	Actinomycetia	Streptosporangiales	Streptosporangiaceae	Actinoallomurus	0	0	0	0	0	0	0	0
sq2815	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	0	0	0	0	0	0	0	0
sq2816	Bacteria	Chloroflexota	Anaerolineae	B4-G1	B4-G1	DSDT01	0	0	0	0	0	0	0	0
sq2817	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	0	0	0	0	0	0	0	0
sq2818	Bacteria	Planctomycetota	Phycisphaerae	JAAYCJ01	JAAYCJ01	NA	0	0	0	0	0	0	0	0
sq2819	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	Stieleria	0	0	0	0	0	0	0	0
sq2820	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	0	0	0	0	0	0	0	0
sq2821	Bacteria	Acidobacteriota	Vicinamibacteria	Fen-336	NA	NA	0	0	0	0	0	0	0	0
sq2822	Bacteria	Chloroflexota	Limnocylindria	NA	NA	NA	0	0	0	0	0	0	0	0
sq2823	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2824	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	0	0	0	0	0	0	0	0
sq2825	Bacteria	Bacillota	Bacilli	Paenibacillales	SCSIO-06110	Chengkuizengella	0	0	0	0	0	0	0	0
sq2826	Bacteria	Chloroflexota	Anaerolineae	NA	NA	NA	0	0	0	0	0	0	0	0
sq2827	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	NA	NA	1	0	2	0	0	0	0	0
sq2828	Bacteria	Pseudomonadota	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2829	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Moraxella_A	0	1	0	5	0	0	0	0
sq2830	Bacteria	Myxococcota	Polyangia	JAAYKL01	JAAYKL01	JALNZK01	0	0	0	0	0	0	0	0
sq2831	Bacteria	Omnitrophota	Koll11	GIF10	Profunditerraquicolaceae	NA	2	0	6	1	0	2	0	0
sq2832	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	NA	NA	0	0	0	0	0	0	0	0
sq2833	Bacteria	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	NA	0	0	0	0	0	0	0	0
sq2834	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA	0	0	0	0	1	13	0	0
sq2835	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	VadinHA17	NA	0	0	2	0	0	0	0	0
sq2836	Bacteria	Actinomycetota	NA	NA	NA	NA	0	0	4	0	0	0	0	0
sq2837	Bacteria	Chloroflexota	Dehalococcoidia	NA	NA	NA	0	2	0	2	0	0	0	0
sq2838	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	NA	0	0	0	0	0	0	0	0
sq2839	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2840	Bacteria	Spirochaetota	Spirochaetia	NA	NA	NA	0	1	0	0	0	0	0	0
sq2841	Bacteria	Dependentiae	Babeliae	Babeliales	JAHIUU01	JAHIUU01	1	0	1	0	0	0	0	0
sq2842	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	NA	0	0	0	0	0	0	0	0
sq2843	Bacteria	Chloroflexota	Dehalococcoidia	RBG-13-53-26	RBG-13-53-26	NA	2	0	0	0	0	0	0	0
sq2844	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	NA	NA	1	1	0	0	0	0	0	0
sq2845	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	NA	NA	0	0	0	0	0	0	0	0
sq2846	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	PSRF01	0	0	0	0	0	0	0	0
sq2847	Bacteria	Planctomycetota	NA	NA	NA	NA	2	0	0	0	0	0	0	0
sq2848	Bacteria	Planctomycetota	Phycisphaerae	SM23-33	SM23-33	NA	8	0	0	0	0	0	0	0
sq2849	Bacteria	Chloroflexota	Dehalococcoidia	NA	NA	NA	1	0	0	0	0	0	0	0
sq2850	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhizobiales	NA	NA	1	0	0	1	0	0	0	0
sq2851	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	W498	W498	0	2	0	0	0	0	0	0
sq2852	Bacteria	Planctomycetota	Phycisphaerae	SM23-33	SM23-33	NA	0	2	0	0	0	0	0	0
sq2853	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	NA	NA	0	0	2	0	0	0	0	0
sq2854	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	NA	NA	0	0	1	0	0	0	0	0
sq2855	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	B140-G9	0	0	0	5	0	0	0	0
sq2856	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Caldora	0	0	0	2	0	3	0	0
sq2857	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2858	Bacteria	Patescibacteria	JAEDAM01	BD1-5	UBA6164	NA	0	0	0	0	0	0	0	0
sq2859	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2860	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Lacipirellulaceae	JABDGM01	0	0	0	0	0	0	0	0
sq2861	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA	0	0	0	0	0	0	0	0
sq2862	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	GCA-002733185	0	0	0	0	0	0	0	0
sq2863	Bacteria	Pseudomonadota	Gammaproteobacteria	Woeseiales	Woeseiaceae	UBA1844	0	0	0	0	0	0	0	0
sq2864	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2865	Bacteria	Spirochaetota	B62-G9	B62-G9	B62-G9	B62-G9	0	0	0	0	0	0	0	0
sq2866	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2867	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	NA	NA	0	0	0	0	0	0	0	0
sq2868	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	NA	0	0	0	0	0	0	0	0
sq2869	Bacteria	Chloroflexota	Dehalococcoidia	NA	NA	NA	1	9	0	1	0	0	0	0
sq2870	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	0	0	0	0	0	0	0	0
sq2871	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	JADJRH01	0	0	0	0	0	0	0	0
sq2872	Bacteria	Chloroflexota	Dehalococcoidia	NA	NA	NA	0	3	0	0	0	0	1	0
sq2873	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2874	Bacteria	Chloroflexota	NA	NA	NA	NA	1	0	0	0	0	0	0	0
sq2875	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2876	Bacteria	Bacillota_A	Clostridia	Lachnospirales	NA	NA	0	0	0	0	0	0	0	0
sq2877	Bacteria	Bacillota_C	Negativicutes	NA	NA	NA	0	0	0	0	0	0	0	0
sq2878	Bacteria	Planctomycetota	Planctomycetia	Planctomycetales	Planctomycetaceae	NA	0	0	0	0	0	0	0	0
sq2879	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	NA	0	0	0	0	0	0	0	0
sq2880	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	0	0	0	0	0	0	0	0
sq2881	Bacteria	NA	NA	NA	NA	NA	1	0	0	0	0	0	0	0
sq2882	Bacteria	Chloroflexota	Anaerolineae	Caldilineales	Caldilineaceae	NA	0	0	0	0	0	0	0	0
sq2883	Bacteria	Chloroflexota	Anaerolineae	NA	NA	NA	0	0	0	0	0	0	0	0
sq2884	Bacteria	NA	NA	NA	NA	NA	0	0	0	4	0	7	0	0
sq2885	Bacteria	Pseudomonadota	Gammaproteobacteria	Thiohalomonadales	Thiohalomonadaceae	Thiohalomonas	0	0	1	0	0	0	0	0
sq2886	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	0	0	0	0	0	0	0	0
sq2887	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	NA	2	3	1	0	0	0	0	0
sq2888	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Sulfomarinibacteraceae	NA	0	0	0	0	0	0	0	0
sq2889	Bacteria	Bacillota_A	Clostridia	NA	NA	NA	0	0	0	0	0	0	0	0
sq2890	Bacteria	NA	NA	NA	NA	NA	6	1	1	0	0	0	0	0
sq2891	Bacteria	NA	NA	NA	NA	NA	0	0	2	0	0	0	0	0
sq2892	Bacteria	Pseudomonadota	Gammaproteobacteria	NA	NA	NA	0	0	1	0	0	0	0	0
sq2893	Bacteria	Actinomycetota	Coriobacteriia	OPB41	UBA2279	WSXY01	0	0	0	0	0	0	0	0
sq2894	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2895	Bacteria	Verrucomicrobiota	Lentisphaeria	NA	NA	NA	0	0	0	0	0	0	0	0
sq2896	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2897	Bacteria	Desulfobacterota_B	Binatia	UBA12015	UBA12015	NA	0	0	0	0	0	0	0	0
sq2898	Bacteria	Krumholzibacteriota	Krumholzibacteria	Krumholzibacteriales	Krumholzibacteriaceae	Krumholzibacterium	0	0	0	0	0	0	0	0
sq2899	Bacteria	Planctomycetota	Phycisphaerae	SM23-33	SM23-33	NA	1	0	0	1	0	0	0	0
sq2900	Bacteria	NA	NA	NA	NA	NA	0	4	0	0	0	0	0	0
sq2901	Bacteria	NA	NA	NA	NA	NA	0	0	4	0	0	0	0	0
sq2902	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	Anaerohalosphaeraceae	QNBT01	0	0	3	0	0	0	0	0
sq2903	Bacteria	Bacillota	Bacilli	Haloplasmatales	Haloplasmataceae	Inordinaticella	0	0	0	0	0	0	0	0
sq2904	Bacteria	Bacillota	Bacilli	Tumebacillales	Tumebacillaceae	NA	0	0	0	0	0	0	0	0
sq2905	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA	0	0	0	0	0	0	0	2
sq2906	Bacteria	Bacillota_A	Clostridia	NA	NA	NA	0	0	0	0	0	0	0	0
sq2907	Bacteria	Desulfobacterota	NA	NA	NA	NA	1	0	1	0	0	0	0	0
sq2908	Bacteria	Chloroflexota	Dehalococcoidia	NA	NA	NA	4	0	0	0	0	0	0	0
sq2909	Bacteria	NA	NA	NA	NA	NA	1	0	1	0	0	0	0	0
sq2910	Bacteria	Planctomycetota	Phycisphaerae	NA	NA	NA	1	5	1	0	1	0	0	0
sq2911	Bacteria	Planctomycetota	Phycisphaerae	JAACET01	JAACET01	JAACET01	1	0	0	0	0	0	0	0
sq2912	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA	0	0	0	0	0	0	0	0
sq2913	Bacteria	Planctomycetota	Phycisphaerae	NA	NA	NA	0	0	0	0	0	0	0	0
sq2914	Bacteria	Chloroflexota	Anaerolineae	NA	NA	NA	4	3	1	0	0	0	0	0
sq2915	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	SZUA-36	NA	4	0	0	0	0	0	0	0
sq2916	Bacteria	Chloroflexota	NA	NA	NA	NA	3	0	1	1	0	6	0	0
sq2917	Bacteria	Chloroflexota	Dehalococcoidia	NA	NA	NA	2	0	0	0	0	0	0	0
sq2918	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA	2	0	0	0	0	0	0	0
sq2919	Bacteria	Chloroflexota	NA	NA	NA	NA	2	0	4	0	0	0	0	0
sq2920	Bacteria	Omnitrophota	Koll11	NA	NA	NA	1	0	0	0	0	0	0	0
sq2921	Bacteria	Chloroflexota	Dehalococcoidia	NA	NA	NA	1	2	0	0	0	0	0	0
sq2922	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA	0	5	0	0	0	0	0	0
sq2923	Bacteria	Margulisbacteria	Marinamargulisbacteria	CAMDBA01	CAMDBA01	CAMDBA01	0	2	0	0	0	0	0	0
sq2924	Bacteria	Bacillota_B	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	PHAA01	0	1	1	0	0	0	0	0
sq2925	Bacteria	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	Clostridium	0	0	3	0	0	0	0	0
sq2926	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	NA	NA	0	0	1	0	0	0	0	0
sq2927	Bacteria	NA	NA	NA	NA	NA	0	0	1	4	0	0	0	0
sq2928	Bacteria	BMS3Abin14	BMS3Abin14	BMS3Abin14	BMS3Abin14	JALHUC01	0	0	1	0	0	0	0	0
sq2929	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA	0	0	1	0	0	0	0	0
sq2930	Bacteria	Chloroflexota	Anaerolineae	NA	NA	NA	0	0	0	1	0	0	0	0
sq2931	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	0	0	0	1	0	0	0	0
sq2932	Bacteria	Cyanobacteriota	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae	Caldora	0	0	0	1	0	0	0	0
sq2933	Bacteria	Chloroflexota	Anaerolineae	NA	NA	NA	0	0	0	0	0	3	0	0
sq2934	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	NA	NA	0	0	0	0	0	0	0	0
sq2935	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	UBA2162	JAENIS01	0	0	0	0	0	0	0	0
sq2936	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	NA	NA	0	0	0	0	0	0	0	0
sq2937	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	NA	0	0	0	0	0	0	0	0
sq2938	Bacteria	Chloroflexota	Anaerolineae	Anaerolineales	UBA11858	B10-G9	0	0	0	0	0	0	0	0
sq2939	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2940	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	NA	0	0	0	0	0	0	0	0
sq2941	Bacteria	Bacillota_C	Negativicutes	Sporomusales	Sporomusaceae	Sporomusa	0	0	0	0	0	0	0	0
sq2942	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	0	0	0	0	0	0	0	0
sq2943	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae_C	NA	0	0	0	0	0	0	0	0
sq2944	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	0	0	0	0	0	0	0	0
sq2945	Bacteria	Planctomycetota	Planctomycetia	Pirellulales	Pirellulaceae	NA	0	0	0	0	0	0	0	0
sq2946	Bacteria	NA	NA	NA	NA	NA	0	2	4	7	0	0	0	0
sq2947	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2948	Bacteria	Planctomycetota	Phycisphaerae	SM23-33	SM23-33	NA	0	6	0	0	0	0	0	0
sq2949	Bacteria	Planctomycetota	Phycisphaerae	UBA1845	NA	NA	0	1	0	0	0	0	0	0
sq2950	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	NA	0	0	0	0	0	0	0	0
sq2951	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA	0	0	0	0	0	0	0	0
sq2952	Bacteria	Armatimonadota	CAIYQO01	WVXJ01	DTIZ01	S016-27	0	0	0	0	0	0	0	0
sq2953	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	NA	0	0	0	0	0	0	0	0
sq2954	Bacteria	Patescibacteria	Gracilibacteria	UBA1369	LOWO2-01-FULL-3	NA	5	0	4	3	0	0	0	0
sq2955	Bacteria	Acidobacteriota	Thermoanaerobaculia	NA	NA	NA	0	1	0	0	0	0	0	0
sq2956	Bacteria	Chloroflexota	Dehalococcoidia	NA	NA	NA	0	0	2	0	0	0	0	0
sq2957	Bacteria	NA	NA	NA	NA	NA	0	0	1	0	0	0	0	0
sq2958	Bacteria	Bacillota_A	Clostridia	NA	NA	NA	0	0	0	0	0	0	0	0
sq2959	Bacteria	Planctomycetota	Brocadiia	SM23-32	SM23-32	NA	0	0	1	0	1	0	0	0
sq2960	Bacteria	Myxococcota_A	UBA9160	UBA9160	UBA4427	NA	0	0	0	0	0	0	0	0
sq2961	Bacteria	Pseudomonadota	Alphaproteobacteria	NA	NA	NA	0	0	0	0	0	0	0	0
sq2962	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	NA	7	0	1	0	0	0	0	0
sq2963	Bacteria	Planctomycetota	Phycisphaerae	SM23-33	SM23-33	NA	6	0	0	0	0	0	0	0
sq2964	Bacteria	Chloroflexota	NA	NA	NA	NA	3	0	0	0	0	0	0	0
sq2965	Bacteria	Actinomycetota	Actinomycetia	Mycobacteriales	Micromonosporaceae	NA	2	0	1	0	0	0	0	0
sq2966	Bacteria	NA	NA	NA	NA	NA	2	2	0	2	0	0	0	0
sq2967	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	2	0	1	0	0	0	0	0
sq2968	Bacteria	NA	NA	NA	NA	NA	1	0	1	0	0	0	0	0
sq2969	Bacteria	Planctomycetota	Phycisphaerae	JAACET01	JAACET01	JAACET01	1	0	0	5	0	0	0	0
sq2970	Bacteria	Chloroflexota	NA	NA	NA	NA	1	0	0	1	0	0	0	0
sq2971	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	W498	W498	1	2	4	0	0	0	0	0
sq2972	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	W498	W498	1	0	0	0	0	0	0	0
sq2973	Bacteria	Chloroflexota	Dehalococcoidia	Dehalococcoidales	W498	W498	1	0	0	0	0	0	0	0
sq2974	Bacteria	Chloroflexota	Dehalococcoidia	NA	NA	NA	0	1	1	0	0	0	0	0
sq2975	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	NA	0	0	1	0	0	0	0	0
sq2976	Bacteria	Planctomycetota	Phycisphaerae	NA	NA	NA	0	0	0	6	0	0	2	0
sq2977	Bacteria	NA	NA	NA	NA	NA	0	0	0	5	0	0	0	0
sq2978	Bacteria	Planctomycetota	Phycisphaerae	NA	NA	NA	0	0	0	4	0	0	0	0
sq2979	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Microbacteriaceae	Microbacterium	0	0	0	4	0	0	0	0
sq2980	Bacteria	Bacillota_G	UBA4882	UBA8346	UBA8346	UBA8346	0	0	0	0	0	0	0	0
sq2981	Bacteria	Actinomycetota	Actinomycetia	NA	NA	NA	0	0	0	0	0	0	0	0
sq2982	Bacteria	Chloroflexota	Dehalococcoidia	NA	NA	NA	0	0	0	0	0	0	0	0
sq2983	Bacteria	Chloroflexota	Limnocylindria	NA	NA	NA	0	0	0	0	0	0	0	0
sq2984	Bacteria	Planctomycetota	Phycisphaerae	SM23-33	SM23-33	NA	0	0	0	0	0	0	0	0
sq2985	Bacteria	Chloroflexota	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2986	Bacteria	Bacillota_A	Clostridia	Clostridiales	Clostridiaceae	NA	0	0	0	0	0	0	0	0
sq2987	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	NA	0	0	0	0	0	3	0	0
sq2988	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2989	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	0	0	0	0	0	0	0	0
sq2990	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	0	0	0	0	0	0	0	0
sq2991	Bacteria	Planctomycetota	Phycisphaerae	Sedimentisphaerales	SG8-4	NA	0	0	0	0	0	0	0	0
sq2992	Bacteria	Omnitrophota	Koll11	NA	NA	NA	0	0	0	0	0	0	0	0
sq2993	Bacteria	Planctomycetota	Planctomycetia	Gemmatales	NA	NA	0	0	0	0	0	0	0	0
sq2994	Bacteria	NA	NA	NA	NA	NA	0	3	1	0	0	0	0	0
sq2995	Bacteria	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq2996	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	0	0	0	0	0	0	0	0
