ASV_ID	Kingdom	Phylum	Class	Order	Family	Genus	A3.1.day157_1	A3.1.day98_1	A3.2.day157_1	A3.2.day98_1	E3.1.day157	E3.1.day98	E3.2.day157	E3.2.day98
sq580	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	3	0	2	6	0	0	0	0
sq581	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	0	0	0	5	0	0	0	0
sq582	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	2	0	4	0	0
sq583	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	23	0	0	0	0	0	0
sq584	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	SG8-52-3	3	0	0	6	0	3	1	0
sq585	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	2	3	0	0	0	0
sq586	Archaea	NA	NA	NA	NA	NA	7	0	0	2	0	0	0	0
sq587	Archaea	Methanobacteriota_B	Thermococci	Methanofastidiosales	B48-G16	B48-G16	2	0	0	0	0	0	0	0
sq588	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Bilamarchaeaceae	CAILMQ01	0	0	0	0	0	0	0	0
sq589	Archaea	Hadarchaeota	Hadarchaeia	Hadarchaeales	Hadarchaeaceae	Hadarchaeum	0	0	0	2	0	0	0	0
sq590	Archaea	Altiarchaeota	Altiarchaeia	IMC4	MCBC01	MCBC01	0	0	0	0	0	0	0	0
sq591	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopumilus	2	0	0	0	0	0	0	0
sq592	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	2	0	0	1	0	0	0	0
sq593	Archaea	Nanoarchaeota	Nanoarchaeia	SCGC-AAA011-G17	NA	NA	4	0	0	4	0	0	0	0
sq594	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	0	0	0	0	0	0	0	0
sq595	Archaea	NA	NA	NA	NA	NA	2	0	1	2	0	0	0	0
sq596	Archaea	Halobacteriota	Syntropharchaeia	ANME-1	ANME-1	JACGMN01	1	10	0	3	0	0	0	1
sq597	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	1	0	0	1	0	0	0	0
sq598	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	2	3	0	12	0	3	0	3
sq599	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	0	16	0	2	1	0	0	0
sq600	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	0	0	0	1	0	0	0	0
sq601	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	SOKP01	SOKP01	3	0	0	1	0	0	0	0
sq602	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	0
sq603	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	Aenigmatarchaeales	Aenigmatarchaeaceae	JAFCDY01	1	0	8	0	0	0	0	0
sq604	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	22	0	2	0	0	0	0
sq605	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	0	0	0	2	0	0	0	0
sq606	Archaea	Thermoproteota	NA	NA	NA	NA	3	0	0	0	0	0	0	0
sq607	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	NA	6	0	0	2	0	0	0	0
sq608	Archaea	Thermoproteota	NA	NA	NA	NA	0	3	0	0	0	0	0	0
sq609	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	2	0	8	2	0	0	0	0
sq610	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	0	0	0	0	0
sq611	Archaea	Halobacteriota	UBA148	UBA148	UBA148	UBA148	0	0	0	0	0	0	0	0
sq612	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	2	1	0	1	0	0	0	0
sq613	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	1	4	0	0	0	0
sq614	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	1	2	0	0	0	0
sq615	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	MK-D1	Prometheoarchaeum	0	0	0	2	0	0	0	0
sq616	Archaea	Thermoproteota	NA	NA	NA	NA	1	0	0	0	0	0	0	0
sq617	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq618	Archaea	Thermoplasmatota	JAEHCK01	JAEHCK01	JAEHCK01	JAEHCK01	5	5	3	9	0	0	0	0
sq619	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	4	0	0	2	0	0	0	0
sq620	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	JAJISJ01	3	3	0	10	1	1	0	0
sq621	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	1	0	0	2	0	0	0	0
sq622	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	JABIDS01	1	0	1	3	0	0	0	0
sq623	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	1	2	0	0	0	0	0	0
sq624	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	1	0	0	1	0	0	0	0
sq625	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	0	0	0	2	0	0	0	0
sq626	Archaea	Altiarchaeota	Altiarchaeia	IMC4	SCGC-AAA252-I15	VGJA01	0	0	2	2	0	0	0	0
sq627	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq628	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	SOKP01	NA	3	5	0	5	0	0	0	0
sq629	Archaea	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	0
sq630	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	2	7	0	0	0	3	0	0
sq631	Archaea	Thermoproteota	NA	NA	NA	NA	0	0	0	2	0	0	0	0
sq632	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	2	3	0	1	0	0
sq633	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	1	1	0	2	0	0	0	3
sq634	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	1	2	0	0	0	0	0
sq635	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	PALSA-986	1	0	1	0	0	0	0	0
sq636	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	1	0	0	0	0	0	0	0
sq637	Archaea	NA	NA	NA	NA	NA	1	0	0	0	0	0	0	0
sq638	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	1	0	0	0	0	0	0	0
sq639	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	1	5	0	1	0	0	0	0
sq640	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	0	0	4	0	0	0	0	0
sq641	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	3	0	0	0	0	0
sq642	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq643	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	CG1-02-33-12	CG1-02-33-12	1	0	0	0	0	0	0	0
sq644	Archaea	Halobacteriota	Methanocellia	Methanocellales	Methanocellaceae	NA	0	0	0	1	0	0	0	0
sq645	Archaea	Methanobacteriota_B	Thermococci	Methanofastidiosales	B48-G16	B48-G16	6	0	0	0	0	0	0	0
sq646	Archaea	NA	NA	NA	NA	NA	0	2	1	1	0	0	0	0
sq647	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq648	Archaea	Thermoproteota	Bathyarchaeia	40CM-2-53-6	NA	NA	1	0	0	0	0	0	0	0
sq649	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	NA	6	0	1	1	0	0	0	0
sq650	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	6	0	0	0	0	0	0
sq651	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	0	0	7	2	0	0	0	0
sq652	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	3	0	0	0	0
sq653	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	2	0	0	0	1	0	0	0
sq654	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	NA	NA	NA	1	0	0	0	0	0	0	0
sq655	Archaea	Thermoproteota	NA	NA	NA	NA	1	0	0	1	0	1	0	0
sq656	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	0	0	0	0	0	0	0	0
sq657	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	NA	NA	0	0	0	0	0	1	0	0
sq658	Archaea	NA	NA	NA	NA	NA	1	2	5	0	0	0	0	0
sq659	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Bilamarchaeaceae	Bilamarchaeum	0	0	0	0	0	0	0	0
sq660	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq661	Archaea	Nanoarchaeota	Nanoarchaeia	NA	NA	NA	0	0	0	0	0	0	0	0
sq662	Archaea	Thermoproteota	Bathyarchaeia	40CM-2-53-6	NA	NA	0	0	0	0	0	0	0	0
sq663	Archaea	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	0
sq664	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	CG1-02-33-12	CG1-02-33-12	1	0	2	3	0	0	0	0
sq665	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	NA	NA	NA	0	0	0	0	0	0	0	0
sq666	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	5	0	3	2	0	1	0	0
sq667	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq668	Archaea	Halobacteriota	UBA148	UBA148	UBA148	UBA148	1	0	0	0	0	0	0	0
sq669	Archaea	NA	NA	NA	NA	NA	0	0	6	13	0	0	0	0
sq670	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	20	0	0	0	0	0	0
sq671	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	SOKP01	SOKP01	6	0	0	1	0	2	0	0
sq672	Archaea	Altiarchaeota	Altiarchaeia	IMC4	QMZM01	NA	2	0	1	3	3	0	0	0
sq673	Archaea	Thermoproteota	NA	NA	NA	NA	5	0	6	1	0	0	0	0
sq674	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq675	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	JAJISJ01	3	0	0	5	1	2	0	1
sq676	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq677	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	0	0	0	0	0	0	0	0
sq678	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	1	0	0	0	0	0	0	0
sq679	Archaea	Thermoproteota	NA	NA	NA	NA	1	0	0	2	0	0	0	0
sq680	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrosopolaris	0	0	0	1	0	0	0	0
sq681	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	1	0	1	0	0	0	0	0
sq682	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	19	0	0	0	0	0
sq683	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq684	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	0	9	0	0	0	0	0	0
sq685	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	CG10238-14	CG10238-14	NA	0	0	0	0	0	0	0	0
sq686	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq687	Archaea	Asgardarchaeota	Heimdallarchaeia	Hodarchaeales	Hodarchaeaceae	Hodarchaeum	1	0	0	0	0	0	0	0
sq688	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq689	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	1	0	10	0	0	0	0	0
sq690	Archaea	NA	NA	NA	NA	NA	0	0	2	4	0	0	0	0
sq691	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	2	0	0	2	0	0	0	0
sq692	Archaea	NA	NA	NA	NA	NA	1	0	0	4	0	0	0	0
sq693	Archaea	Thermoproteota	NA	NA	NA	NA	0	0	0	3	0	1	0	0
sq694	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopumilus	0	0	0	0	0	0	0	0
sq695	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	0	0	0	0	0	0	0	0
sq696	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq697	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq698	Archaea	Altiarchaeota	Altiarchaeia	IMC4	NA	NA	0	0	0	3	0	0	0	0
sq699	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	NA	0	0	8	0	0	0	0	0
sq700	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	1	0	0	4	0	0	0	0
sq701	Archaea	Nanoarchaeota	Nanoarchaeia	NA	NA	NA	0	16	0	0	0	0	0	0
sq702	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	JAGVXH01	3	0	6	1	0	0	0	0
sq703	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq704	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	0	0	0	1	0	1	0	0
sq705	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	NA	NA	0	0	0	0	0	8	0	0
sq706	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	QMZP01	NA	NA	2	0	0	2	0	0	0	0
sq707	Archaea	Thermoproteota	Bathyarchaeia	B26-1	SOJC01	SOJC01	0	0	0	0	0	0	0	0
sq708	Archaea	Thermoproteota	Bathyarchaeia	40CM-2-53-6	NA	NA	1	0	0	3	0	0	0	0
sq709	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	NA	7	0	0	1	0	1	0	0
sq710	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	MK-D1	Prometheoarchaeum	1	0	1	0	0	1	0	0
sq711	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	NA	0	0	7	0	0	0	0	0
sq712	Archaea	Nanoarchaeota	Nanoarchaeia	NA	NA	NA	0	17	0	0	0	0	0	0
sq713	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq714	Archaea	Hadarchaeota	Hadarchaeia	Hadarchaeales	NA	NA	0	12	0	2	0	0	0	0
sq715	Archaea	Hadarchaeota	Hadarchaeia	Hadarchaeales	Hadarchaeaceae	Hadarchaeum	0	0	0	0	0	0	0	0
sq716	Archaea	Asgardarchaeota	Heimdallarchaeia	UBA460	UBA460	UBA460	1	0	0	0	0	0	0	0
sq717	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	ASMP01	4	4	0	0	0	0	0	0
sq718	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	1	1	0	0	0	0
sq719	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	1	0	2	0	0	0	0	0
sq720	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	0	0	0	1	0	0	0	0
sq721	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	SG8-52-3	0	0	0	1	0	5	0	0
sq722	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	0	0	0	0	0	0	0	0
sq723	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	0	0	0	0	0	0	0	0
sq724	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	JABIDS01	0	0	0	0	0	0	0	0
sq725	Archaea	Halobacteriota	Syntropharchaeia	ANME-1	ANME-1	QENH01	0	0	0	1	0	0	0	0
sq726	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	NA	0	0	0	0	0	0	0	0
sq727	Archaea	Asgardarchaeota	Heimdallarchaeia	Hodarchaeales	Hodarchaeaceae	Hodarchaeum	0	0	0	0	0	0	0	0
sq728	Archaea	NA	NA	NA	NA	NA	0	0	0	1	0	1	0	0
sq729	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	NA	NA	0	0	0	0	0	0	0	0
sq730	Archaea	Thermoplasmatota	JAEHCK01	JAEHCK01	JAEHCK01	JAEHCK01	3	7	1	0	0	0	0	0
sq731	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	0	0	0	6	0	0	0	0
sq732	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	MK-D1	Prometheoarchaeum	0	0	0	2	0	0	0	0
sq733	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	2	0	3	1	0	0	0	0
sq734	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	WJKL01	NA	2	0	1	2	0	0	0	0
sq735	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq736	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halohasta	0	0	0	0	0	0	0	0
sq737	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	5	0	4	0	0	0	0	0
sq738	Archaea	Thermoproteota	Bathyarchaeia	B26-1	BA1	BIN-L-1	1	0	0	0	0	0	0	0
sq739	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	JAJISJ01	0	0	0	1	0	0	0	0
sq740	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	0	0	0	0	0
sq741	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	0	0	0	0	0	0	0	0
sq742	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	0	0	0	0	0	0	0	0
sq743	Archaea	NA	NA	NA	NA	NA	1	0	0	2	0	0	0	0
sq744	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	0	0	0	1	0	0	0	0
sq745	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq746	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloferacaceae	Halorubrum	0	0	0	0	0	0	0	0
sq747	Archaea	NA	NA	NA	NA	NA	0	12	0	0	0	0	0	0
sq748	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq749	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	3	0	0	1	0	0	0	0
sq750	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	SOKP01	6H3-1	3	0	0	0	0	1	0	0
sq751	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	1	0	0
sq752	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicroarcula	0	0	0	0	0	0	0	0
sq753	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	PALSA-986	0	0	0	0	0	0	0	0
sq754	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	NA	NA	0	0	0	0	0	0	0	0
sq755	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	JAGVXH01	1	0	0	0	0	0	0	0
sq756	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	JABIDS01	0	0	0	0	0	0	0	0
sq757	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	WJKL01	NA	0	0	0	0	0	0	0	0
sq758	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	4	0	0	0	0	0	0	0
sq759	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	UBA9949	0	0	1	0	0	0	0	0
sq760	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	0	0	2	0	2	3	0	0
sq761	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	1	0	3	0	0	0	0	0
sq762	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	2	1	0	0	0	0
sq763	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	0	0	0	0	0	0	0	0
sq764	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	MK-D1	Prometheoarchaeum	0	0	0	0	0	0	0	0
sq765	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	0	0	0	0	0	0	0	0
sq766	Archaea	Halobacteriota	Methanocellia	Methanocellales	Methanocellaceae	Methanocella	0	0	0	0	0	0	0	0
sq767	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	CG1-02-33-12	CG1-02-33-12	0	0	0	0	0	0	0	0
sq768	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	1	0	1	0	0	0	0	0
sq769	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Bilamarchaeaceae	Bilamarchaeum	0	0	0	0	0	0	0	0
sq770	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq771	Archaea	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	0
sq772	Archaea	Hadarchaeota	Hadarchaeia	Hadarchaeales	NA	NA	0	0	0	0	0	0	0	0
sq773	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	GCA-2726865	0	0	0	0	0	0	0	0
sq774	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halomicroarcula	0	0	0	0	0	0	0	0
sq775	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	4	1	0	0	0	0
sq776	Archaea	Thermoproteota	Bathyarchaeia	40CM-2-53-6	RBG-13-38-9	DTMT01	0	0	6	0	0	0	0	0
sq777	Archaea	NA	NA	NA	NA	NA	0	0	6	1	0	1	0	0
sq778	Archaea	Thermoproteota	Bathyarchaeia	40CM-2-53-6	NA	NA	0	0	0	3	0	0	0	0
sq779	Archaea	NA	NA	NA	NA	NA	0	0	0	1	0	0	0	0
sq780	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	0	0	0	0	0	0	0	0
sq781	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq782	Archaea	Asgardarchaeota	Heimdallarchaeia	UBA460	UBA460	UBA460	0	0	0	0	0	0	0	0
sq783	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	6	0	2	4	0	0	0	0
sq784	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	0	0	0	0	0
sq785	Archaea	NA	NA	NA	NA	NA	0	3	0	0	0	0	0	0
sq786	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	2	0	0	0	0	0	0	0
sq787	Archaea	Thermoplasmatota	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq788	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq789	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	6	0	0	0	0	0	0	0
sq790	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	JABIDS01	1	0	0	3	0	0	0	0
sq791	Archaea	NA	NA	NA	NA	NA	0	0	0	8	0	0	0	0
sq792	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	0	0	0	2	0	0	0	0
sq793	Archaea	Thermoproteota	Bathyarchaeia	40CM-2-53-6	FEN-987	JALHTB01	0	0	0	0	0	0	0	0
sq794	Archaea	Thermoproteota	Bathyarchaeia	B26-1	BA1	NA	0	1	0	0	0	0	0	0
sq795	Archaea	Asgardarchaeota	Lokiarchaeia	Helarchaeales	HEL-GB-A	JABXJT01	0	2	0	2	0	1	0	0
sq796	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	0	0	0	0	0	0	0	0
sq797	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq798	Archaea	Nanoarchaeota	Nanoarchaeia	NA	NA	NA	0	0	0	0	0	0	0	0
sq799	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq800	Archaea	NA	NA	NA	NA	NA	2	0	0	0	0	0	0	0
sq801	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	0	0	0	0	0	0	0	0
sq802	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	3	0	0
sq803	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	0	0	0	0	0	0	0	0
sq804	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	2	0	0	3	0	0	0	0
sq805	Archaea	Nanoarchaeota	Nanoarchaeia	NA	NA	NA	0	0	0	0	0	0	0	0
sq806	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	0	0	0	0	0
sq807	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	3	0	0	0	0	2	0	0
sq808	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	GCA-2726865	0	11	0	0	0	0	0	0
sq809	Archaea	Thermoplasmatota	JAEHCK01	JAEHCK01	JAEHCK01	JAEHCK01	0	2	0	6	0	1	0	0
sq810	Archaea	Thermoproteota	Bathyarchaeia	B26-1	BA1	NA	0	0	0	1	0	0	0	0
sq811	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	DSLH01	0	0	0	0	0	1	0	0
sq812	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	CG10238-14	SCSR01	JABABT01	0	0	0	2	0	0	0	0
sq813	Archaea	Nanoarchaeota	Nanoarchaeia	SCGC-AAA011-G17	NA	NA	0	3	1	3	0	0	0	0
sq814	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	JABIDS01	0	0	0	4	0	0	0	0
