ASV_ID	Kingdom	Phylum	Class	Order	Family	Genus	A3.1.day157_1	A3.1.day98_1	A3.2.day157_1	A3.2.day98_1	E3.1.day157	E3.1.day98	E3.2.day157	E3.2.day98
sq347	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	1	0	5	2	0	0	0	0
sq348	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanocomedenaceae	Kmv04	8	0	10	2	0	0	0	2
sq349	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	TA-21	1	0	7	0	0	0	0	0
sq350	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	7	0	0	11	0	3	0	0
sq351	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	1	13	2	9	3	6	0	0
sq352	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	ASMP01	16	26	8	9	0	8	0	0
sq353	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	AMARA-1	WJKO01	21	5	0	10	0	3	2	0
sq354	Archaea	NA	NA	NA	NA	NA	2	15	4	18	0	0	0	0
sq355	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	0	0	5	8	0	1	0	0
sq356	Archaea	NA	NA	NA	NA	NA	2	23	0	8	0	2	0	0
sq357	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Bilamarchaeaceae	NA	0	0	0	0	0	0	0	0
sq358	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	JABIDS01	0	11	8	6	0	0	0	0
sq359	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	8	0	2	6	2	1	0	0
sq360	Archaea	Thermoproteota	Bathyarchaeia	40CM-2-53-6	NA	NA	5	0	0	0	0	1	0	0
sq361	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	4	0	0	4	0	1	0	0
sq362	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	MK-D1	Prometheoarchaeum	0	0	0	0	0	1	0	2
sq363	Archaea	NA	NA	NA	NA	NA	7	0	19	6	0	0	0	0
sq364	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	MK-D1	Prometheoarchaeum	0	0	0	0	0	1	1	6
sq365	Archaea	Thermoproteota	Bathyarchaeia	B26-1	BA1	NA	7	0	11	9	0	1	0	0
sq366	Archaea	Thermoproteota	Bathyarchaeia	B26-1	BA1	BIN-L-1	9	0	0	3	0	1	0	0
sq367	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	1	0	1	8	0	0	0	0
sq368	Archaea	Altiarchaeota	Altiarchaeia	IMC4	MCBC01	MCBC01	0	0	0	2	0	0	1	0
sq369	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	1	0	0	0	0	0	0	0
sq370	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	9	37	7	22	1	0	1	0
sq371	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	1	0	2	1	0	5	0	0
sq372	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	5	0	0	28	5	6	4	13
sq373	Archaea	NA	NA	NA	NA	NA	3	0	0	4	0	2	0	0
sq374	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	SM1-50	2	0	0	11	0	6	1	4
sq375	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Bilamarchaeaceae	Bilamarchaeum	0	0	0	0	0	0	0	0
sq376	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	1	0	1	5	0	2	0	0
sq377	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanocomedenaceae	Kmv04	12	0	2	0	0	0	0	0
sq378	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	6	6	6	9	0	0	0	0
sq379	Archaea	Thermoproteota	Bathyarchaeia	B26-1	BA1	BIN-L-1	1	0	10	1	0	0	0	0
sq380	Archaea	Altiarchaeota	Altiarchaeia	IMC4	MCBC01	MCBC01	0	0	0	0	2	0	0	0
sq381	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	4	0	20	1	0	0	0	0
sq382	Archaea	Thermoplasmatota	Thermoplasmata	RBG-16-68-12	SOIM01	SOIM01	3	2	16	39	0	3	0	0
sq383	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	11	0	14	8	0	0	0	0
sq384	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	6	0	0	33	3	9	0	2
sq385	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	SMTZ1-45	23	0	0	4	1	3	0	2
sq386	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	9	0	7	3	0	0	0	0
sq387	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	0	0	0	4	0	0	0	0
sq388	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	Aenigmatarchaeales	Aenigmatarchaeaceae	JAFCDY01	1	3	1	11	1	0	0	0
sq389	Archaea	Thermoproteota	Bathyarchaeia	40CM-2-53-6	FEN-987	JALHTB01	2	16	4	2	0	1	0	0
sq390	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	1	10	1	2	0	0	1	4
sq391	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	SOKP01	NA	8	0	7	12	0	0	0	0
sq392	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	3	0	1	3	0	0	0	0
sq393	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	NA	4	12	1	6	0	0	0	0
sq394	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	SOKP01	SOKP01	5	0	1	7	0	2	2	0
sq395	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	SOKP01	SOKP01	0	0	2	3	0	0	0	0
sq396	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	1	0	0	3	2	14	5	0
sq397	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	NA	3	0	0	4	0	1	0	0
sq398	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	5	0	12	36	0	2	0	0
sq399	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanococcoides	0	0	0	0	0	0	0	0
sq400	Archaea	Thermoproteota	Bathyarchaeia	B26-1	BA1	BIN-L-1	5	0	7	2	0	0	0	0
sq401	Archaea	Thermoproteota	NA	NA	NA	NA	2	0	0	0	0	0	0	0
sq402	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	ASMP01	11	0	14	8	0	0	0	15
sq403	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	4	13	4	7	0	1	1	0
sq404	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	8	0	13	6	1	1	0	1
sq405	Archaea	Thermoproteota	Bathyarchaeia	B26-1	BA1	NA	1	0	4	0	0	0	0	0
sq406	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	2	0	12	0	0	0	0	0
sq407	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	1	0	3	0	0	1	0	0
sq408	Archaea	Thermoplasmatota	NA	NA	NA	NA	0	0	0	0	0	1	0	0
sq409	Archaea	Altiarchaeota	Altiarchaeia	IMC4	MCBC01	MCBC01	0	0	4	2	0	0	0	0
sq410	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	9	0	15	9	0	0	0	0
sq411	Archaea	Thermoproteota	NA	NA	NA	NA	2	4	0	7	0	0	0	0
sq412	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	6	1	0	18	0	1	0	0
sq413	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	2	0	0	2	1	0	0	0
sq414	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	3	15	5	20	0	1	0	0
sq415	Archaea	NA	NA	NA	NA	NA	10	20	21	2	0	0	0	0
sq416	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	9	0	0	3	0	1	0	0
sq417	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	0	22	0	0	0	0	0	4
sq418	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	9	17	16	23	1	2	0	0
sq419	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	SOKP01	NA	22	0	2	10	0	2	0	1
sq420	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	SG8-52-3	8	0	7	44	1	10	0	0
sq421	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	0	10	0	14	0	0	1	1
sq422	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	1	0	0	0	0	0	0	0
sq423	Archaea	NA	NA	NA	NA	NA	7	9	0	27	0	1	0	0
sq424	Archaea	NA	NA	NA	NA	NA	0	13	9	5	2	0	0	3
sq425	Archaea	Thermoproteota	Bathyarchaeia	B26-1	SOJC01	SOJC01	14	0	5	2	0	0	0	0
sq426	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	14	2	0	19	1	0	0	0
sq427	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	0	0	0	1	0	0	0	0
sq428	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	5	0	0	1	0	1	0	1
sq429	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	SOKP01	SOKP01	10	1	2	6	0	1	0	0
sq430	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	1	0	2	1	0	1	0	0
sq431	Archaea	Thermoproteota	Bathyarchaeia	B26-1	BA1	NA	4	0	6	4	0	1	0	0
sq432	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	ASMP01	4	1	8	0	0	0	0	0
sq433	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	0	4	1	0	0	0	0	0
sq434	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	2	2	0	25	1	2	1	0
sq435	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	0	0	0	1	0	0	0	0
sq436	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	0	0	0	0	0	3	0	0
sq437	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	4	18	0	4	1	3	0	0
sq438	Archaea	Thermoproteota	Bathyarchaeia	B26-1	BA1	NA	5	0	8	1	0	0	0	0
sq439	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	4	2	2	11	0	9	0	0
sq440	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	NA	4	0	0	0	0	0	0	0
sq441	Archaea	NA	NA	NA	NA	NA	1	0	0	0	0	0	3	0
sq442	Archaea	Halobacteriota	Syntropharchaeia	ANME-1	ANME-1	JACGMN01	12	16	2	16	0	4	0	0
sq443	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	0	0	0	0	0
sq444	Archaea	Thermoplasmatota	Thermoplasmata	RBG-16-68-12	SOIM01	JAGLME01	9	0	6	20	0	0	0	0
sq445	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	0	0	0	0	0	0	0	0
sq446	Archaea	Thermoplasmatota	Themoplasmata_A	DTKX01	GCA-020343715	GCA-020343715	2	0	1	4	0	0	0	0
sq447	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	2	3	5	6	0	0	0	0
sq448	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	SM1-50	0	0	2	6	0	1	0	0
sq449	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	1	10	4	0	0	1	0	0
sq450	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	MP8T-1	1	0	1	0	2	2	0	13
sq451	Archaea	Thermoproteota	NA	NA	NA	NA	2	0	9	3	0	0	0	0
sq452	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	SOKP01	NA	2	0	1	2	0	0	0	0
sq453	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	4	2	0	13	0	1	0	0
sq454	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	6	8	7	3	0	0	0	0
sq455	Archaea	Thermoproteota	Bathyarchaeia	40CM-2-53-6	NA	NA	4	0	0	3	0	2	0	0
sq456	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	3	0	4	2	0	0	0	0
sq457	Archaea	NA	NA	NA	NA	NA	5	0	7	2	0	0	1	0
sq458	Archaea	Thermoproteota	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq459	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	6	6	2	0	0	0	0	0
sq460	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	8	0	0	2	0	0	0	0
sq461	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium_B	3	0	0	1	0	0	0	0
sq462	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	4	8	0	0	0	0
sq463	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	1	0	0	0	0	0	0	0
sq464	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	2	19	2	0	0	0	0	0
sq465	Archaea	Thermoplasmatota	Themoplasmata_A	DTKX01	GCA-020343715	GCA-020343715	0	0	2	3	0	0	0	0
sq466	Archaea	Halobacteriota	Syntropharchaeia	ANME-1	ANME-1	JACGMN01	15	24	2	8	0	0	0	0
sq467	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	5	19	0	2	0	0	0	0
sq468	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Bilamarchaeaceae	Bilamarchaeum	1	0	0	1	0	0	0	0
sq469	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	1	0	0	1	0	0	0	0
sq470	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	3	0	9	0	2	1	0	0
sq471	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	4	1	1	3	0	1	0	0
sq472	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	0	0	0	1	0	0	0	0
sq473	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	SOKP01	SOKP01	6	0	0	8	0	3	0	1
sq474	Archaea	Altiarchaeota	Altiarchaeia	IMC4	WOR-SM1-SCG	WOR-SM1-SCG	0	9	1	0	1	0	0	0
sq475	Archaea	Halobacteriota	NA	NA	NA	NA	0	0	6	2	0	0	0	0
sq476	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	8	0	0	9	0	0	0	0
sq477	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	0	2	0	4	0	0	0	0
sq478	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	ASMP01	4	0	1	3	0	1	0	0
sq479	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	ASMP01	1	0	0	1	0	0	0	0
sq480	Archaea	Altiarchaeota	Altiarchaeia	IMC4	MCBC01	MCBC01	0	0	1	1	0	2	0	0
sq481	Archaea	Nanoarchaeota	Nanoarchaeia	UBA10117	JAFCGM01	JAFCGM01	2	0	21	8	0	0	0	0
sq482	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	ASMP01	1	0	4	0	0	0	0	0
sq483	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	1	0	1	0	0	0	0	0
sq484	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	5	0	0	0	0	1	0	0
sq485	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	4	0	6	1	0	0	0	0
sq486	Archaea	NA	NA	NA	NA	NA	0	9	0	0	0	0	0	0
sq487	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	0	0	0	0	0	0	0	0
sq488	Archaea	NA	NA	NA	NA	NA	0	0	4	3	0	0	0	0
sq489	Archaea	Thermoproteota	Bathyarchaeia	B26-1	SOJC01	SOJC01	2	0	0	3	0	0	0	0
sq490	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	0	2	5	1	0	0	0	0
sq491	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	0	0	0	0	0	0	0	0
sq492	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	3	0	0	2	0	0	0	0
sq493	Archaea	Thermoproteota	NA	NA	NA	NA	1	0	0	0	0	0	0	0
sq494	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	5	0	0	0	1	0	0	0
sq495	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	1	0	0	2	0	0	0	1
sq496	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Bilamarchaeaceae	Bilamarchaeum	0	0	0	0	0	0	0	0
sq497	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	ASMP01	0	0	0	1	0	0	0	0
sq498	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	1	0	8	1	0	0	0	0
sq499	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	2	2	1	2	1	0	0	0
sq500	Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	NA	NA	0	0	0	0	1	18	1	21
sq501	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	0	0	0	0	0	0	0	0
sq502	Archaea	NA	NA	NA	NA	NA	3	0	0	11	0	1	0	0
sq503	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	8	0	1	1	2	1	0	0
sq504	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq505	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	NA	1	0	0	1	0	0	0	0
sq506	Archaea	Thermoproteota	NA	NA	NA	NA	3	0	0	0	0	0	0	0
sq507	Archaea	Asgardarchaeota	Heimdallarchaeia	Hodarchaeales	Hodarchaeaceae	Hodarchaeum	1	0	5	1	0	0	0	0
sq508	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	2	0	0	0	0	1	0	0
sq509	Archaea	Thermoproteota	Bathyarchaeia	B26-1	SOJC01	SOJC01	2	6	0	5	0	0	0	0
sq510	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	3	0	0	0	0	0	0	0
sq511	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	2	0	0	0	0	0	0	0
sq512	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	NA	0	0	0	0	0	1	0	4
sq513	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	8	17	5	3	0	2	0	0
sq514	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	SG8-52-3	4	0	1	10	0	1	3	0
sq515	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	QMZP01	JAFGSV01	JAFGFG01	3	0	1	6	0	0	0	4
sq516	Archaea	Asgardarchaeota	Sifarchaeia	Borrarchaeales	Borrarchaeaceae	Borrarchaeum	5	0	0	7	0	1	0	0
sq517	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	0	0	0	6	0	5	0	0
sq518	Archaea	Nanoarchaeota	Nanoarchaeia	WJKC01	WJKC01	WJKC01	3	0	0	3	0	0	0	0
sq519	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	NA	10	10	1	6	0	0	0	0
sq520	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	3	0	2	0	0
sq521	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	1	0	0	0	0	4	0	0
sq522	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	0	0	2	0	0	0	0	0
sq523	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	1	0	0	0	0	2	0	0
sq524	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	7	2	0	0	0	0
sq525	Archaea	Thermoproteota	Bathyarchaeia	B26-1	BA1	NA	1	0	0	3	0	0	0	0
sq526	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	MK-D1	Prometheoarchaeum	14	0	6	2	0	0	0	0
sq527	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Bilamarchaeaceae	Bilamarchaeum	0	0	0	0	0	0	0	0
sq528	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Bilamarchaeaceae	CAIKOA01	0	0	0	0	0	0	0	0
sq529	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	1	0	0	1	0	0	0	0
sq530	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	2	0	0	1	0	0	0	0
sq531	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	2	0	0	4	0	0	0	0
sq532	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	0	0	0	0	0	0	0	0
sq533	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	3	0	0	1	0	0	0	0
sq534	Archaea	Hadarchaeota	Hadarchaeia	Hadarchaeales	Hadarchaeaceae	NA	1	0	6	2	1	2	0	0
sq535	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	17	5	0	3	0	0	0	0
sq536	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	0	0	0	0	0	0	0	0
sq537	Archaea	Halobacteriota	Syntropharchaeia	ANME-1	ANME-1	JACGMN01	19	2	0	11	0	0	0	3
sq538	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	2	0	0	3	0
sq539	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	13	0	7	0	0	0	0
sq540	Archaea	Asgardarchaeota	Thorarchaeia	Thorarchaeales	Thorarchaeaceae	NA	13	2	5	11	0	0	0	0
sq541	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	1	13	5	0	0	1	0	0
sq542	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	1	0	1	1	0	0	0	0
sq543	Archaea	NA	NA	NA	NA	NA	2	0	7	0	1	0	0	0
sq544	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	NA	NA	0	0	6	0	0	1	0	0
sq545	Archaea	Thermoproteota	Bathyarchaeia	B26-1	B26-1	NA	0	0	0	0	0	0	0	0
sq546	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	8	0	0	1	0	0	0	0
sq547	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	2	0	1	2	0	0	0	0
sq548	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	NA	1	0	0	0	0	0	0	0
sq549	Archaea	Micrarchaeota	Micrarchaeia	Anstonellales	Bilamarchaeaceae	NA	0	0	0	0	0	0	0	0
sq550	Archaea	Thermoproteota	Bathyarchaeia	B26-1	BA1	NA	5	10	0	1	0	1	0	0
sq551	Archaea	Thermoproteota	Bathyarchaeia	B26-1	BA1	NA	1	0	0	1	0	0	0	0
sq552	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	3	3	5	7	0	0	0	0
sq553	Archaea	NA	NA	NA	NA	NA	0	1	0	0	0	0	0	2
sq554	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	4	0	0	2	0	1	0	0
sq555	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	ASMP01	12	4	0	4	0	2	0	0
sq556	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	NA	3	0	0	5	0	1	0	0
sq557	Archaea	Thermoproteota	Bathyarchaeia	B26-1	BA1	NA	0	0	0	1	0	1	0	0
sq558	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	NA	5	0	0	1	1	0	0	0
sq559	Archaea	Thermoproteota	Bathyarchaeia	NA	NA	NA	0	21	0	4	0	0	0	0
sq560	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	1	0	1	1	0	0	0	1
sq561	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	2	0	0	0	0
sq562	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	NA	NA	4	0	6	5	0	0	0	0
sq563	Archaea	Thermoproteota	Bathyarchaeia	TCS64	TCS64	RBG-16-57-9	0	0	0	0	0	0	0	0
sq564	Archaea	Thermoproteota	NA	NA	NA	NA	3	0	0	1	0	0	0	0
sq565	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	JAGVXH01	1	19	0	0	0	0	0	0
sq566	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	Aenigmatarchaeales	NA	NA	0	0	0	1	0	0	0	0
sq567	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	CG10238-14	CG10238-14	CG10238-14	0	0	0	0	0	1	0	0
sq568	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	NA	0	0	0	1	0	0	0	0
sq569	Archaea	Thermoplasmatota	Thermoplasmata	SG8-5	NA	NA	5	0	0	28	0	0	0	0
sq570	Archaea	Thermoplasmatota	Thermoplasmata	NA	NA	NA	0	0	0	0	0	0	0	0
sq571	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	0	0	0	0	0	0	0	0
sq572	Archaea	Aenigmatarchaeota	Aenigmatarchaeia	QMZP01	JAFGSV01	JAFGFG01	1	0	0	0	0	0	0	0
sq573	Archaea	Thermoproteota	Bathyarchaeia	B26-1	NA	NA	0	0	0	3	0	0	0	0
sq574	Archaea	Asgardarchaeota	Lokiarchaeia	CR-4	MK-D1	Prometheoarchaeum	0	0	0	0	0	0	0	0
sq575	Archaea	Thermoproteota	Bathyarchaeia	B26-1	UBA233	NA	0	0	0	2	0	0	0	0
sq576	Archaea	Nanoarchaeota	Nanoarchaeia	Pacearchaeales	GW2011-AR1	NA	3	0	3	2	0	0	0	0
sq577	Archaea	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0
sq578	Archaea	Thermoplasmatota	E2	DHVEG-1	DHVEG-1	SG8-52-3	2	0	0	8	0	0	0	0
sq579	Archaea	NA	NA	NA	NA	NA	1	0	0	0	0	0	0	2
